idx,Maladie,Symptomes,raisons,Tests et procédures,Médicaments courants
217,Dermatite due à l'exposition au soleil,"['Peau apparente anormale'', 'Lésion cutanée', 'Éruption cutanée', 'Mâles de peau', 'Epaisseur cutanée, pelage, écaillement, ou rugosité', 'Scalaire irrégulier apparaissant', 'Acné ou boutons', 'Gonflement de peau', 'Gonflement de peau', 'Symptômes du visage', 'Scalcaire déchiqueté', 'Lacule de croissance']","la mupirocine topique,","['Examen physique complet de la peau effectué (LM), 'Excision (Suppression)', 'Excision de la lésion cutanée', 'Biopsy', 'Autres procédures diagnostiques sur la peau et le tissu sous-cutané', 'Gestion des soins de la plaie', 'Autres procédures thérapeutiques']","['Mupirocin Topical', 'Imiquimod Topical', 'Clobetasol Topical', 'Tretinoin Topical', 'Metronidazole Topical Product', 'Fluorouracil Topical', 'Silver Sulfadiazine Topical', 'Terbinafine Topical', 'Tacrolimus Topical Product', 'Desoximetasone Topical', 'Salicylic Acid Topical']"
218,Anémie due à une maladie rénale chronique,"['Fatigue', 'Faiblesse', 'Essoufflement', 'Oedème périphérique', 'Gonflement de la cheville', 'Perte de poids récente', 'Polyurie', 'Sentiment de froid', 'Symptômes des reins', 'Melena']","furosémide,","['Tests hématologiques (Test de Blood)', 'Complètement de la numération sanguine (Cbc)', 'Mesure du glucose (Niveau de Glocose)', 'Electrolytes panel', 'Urinalyse', 'Hémoglobine A1c mesurage (Test de l'hémoglobine a1c)', 'Lipide panel']","['Darbepoetin Alfa (Aranesp)', 'Furosemide', 'Epoetin Alfa (Procrit)', 'Allopurinol', 'Digoxin', 'Ergocalciferol', 'Hydralazine', 'Isosorbide', 'Oxyde Ferrique, Saccharé (Vénofer)', 'Sodium Bicarbonate', 'Calcitriol', 'Paricalcitol (Zemplar)']"
219,Blessure à l'organe interne,"['Sharp abdominal pain', 'Side pain', 'Sharp pectoral pain', 'Rib pain', 'Malheur partout', 'Back pain', 'Blood in urine', 'Retention de l'urine', 'Paine de l'anus', 'Hurts to breath', 'Lympheedema', 'Fréquemment miction']","le vecuronium,","['Procédure d'imagerie radiographique', 'Tests hématologiques (Test de sang)', 'Compléter la numération sanguine (Cbc)', 'Tomographie calculée par rayons X (Scan ct)', 'Plain x-ray (X ray)', 'Urinalyse', 'Remplacement intraveineux des fluides']","['Cefoxitin', 'Vecuronium', 'Sodium Polystyrène Sulfonate (Kayexalate)', 'Sucralfate (Carafate)', 'Silodosin (Rapaflo)', 'Barium Sulfate', 'Rabies Vaccin (Obsolète)', 'Acide lactique topique', 'Sevelamer (Renvela)', 'Alfuzosine (uroxatral)']"
220,Sclérite,"['Pain dans les yeux', 'Eye redness', 'Headache', 'Lacrimation', 'Spots ou nuages dans la vision', 'Cloudy eye', 'Symptômes de l'œil', 'Démangeaisons vaginales', 'Pain pendant la grossesse', 'Abnormal apparaissant peau', 'Foreign corps sensation in eye', 'Abnormal mouvements involontaires']","La sclérite est une maladie inflammatoire grave qui affecte le revêtement extérieur blanc de l'œil, connu sous le nom de sclérose. La maladie est souvent contractée par l'association avec d'autres maladies du corps, telles que la granulomatose de Wegener\ ou polyarthrite rhumatoïde; il peut également être atteint par des troubles de menstruation. Pour cette raison, la sclérite se produit fréquemment parmi les jeunes femmes. Il ya trois types de sclérite: sclérite diffuse (le plus fréquent), sclérite nodulaire, et sclérite nécrosante (le plus sévère). La sclérite peut être le premier symptôme de l'apparition de la maladie tissulaire conjonctive.","['Examen et évaluation ophtalmiques (examen Eye)', 'Transplantation cornéenne', 'Procédures sur la rate (Operation de la rate)', 'Suppression de la grossesse ectopique', 'Trachéostomie; temporaire et permanente', 'Procédures endocriniennes diagnostiques', 'Ct scan poitrine (Ct poitrine)']","['Prednisolone Ophtalmic', 'Timolol', 'Loteprednol-Tobramycine Ophtalmic', 'Prednisolone-Sodium Sulfacetamide Ophtalmic', 'Fluorometholone Ophtalmic', 'Nepafenac Ophtalmic', 'Fluorescein Ophtalmic', 'Brimonidine Ophtalmic', 'Tropicamide Ophtalmic', 'Erythromycine Topical Product', 'Bénoxinate-Fluorescein Ophtalmic']"
221,Ptérygium,"['Paine dans les yeux', 'Symptômes de l'œil', 'Eye rougeness', 'Vision diminuée', 'Itchiness of eye', 'Lacrimation', 'Foreign corps sensation in eye', 'Eye brûle ou pique', 'Spots ou nuages dans la vision', 'Eyelid gonflement', 'Acné ou boutons', 'Irrégulier apparaissant cuir chevelu']","Le ptérygium désigne toute membrane triangulaire ailée se trouvant dans le cou, les yeux, les genoux, les coudes, les chevilles ou les chiffres.","['Excision (Exemption)', 'Autres procédures thérapeutiques sur paupières; conjonctiva; cornée', 'Examen et évaluation ophtalmiques (examen Eye)', 'Diagnostic et traitement ophtalmologiques et otologiques', 'Autres procédures thérapeutiques sur muscle extraoculaire et orbite', 'Lens et procédures de cataracte']","['Moxifloxacine (Avelox)', 'Prednisolone Ophtalmic', 'Loteprednol-Tobramycine Ophtalmic', 'Ocular Lubrifiant', 'Bimatoprost Ophtalmic', 'Fluorométholone Ophtalmic', 'Loteprednol Ophtalmic', 'Dexaméthasone-Tobramycine Ophtalmic', 'Gatifloxacine (Zymar)', 'Timolol', 'Ofloxacine', 'Portia']"
222,Infection fongique de la peau,"['Eruption cutanée', 'Démangeaisons de peau', 'Peau apparente anormale', 'Lésion cutanée', 'Scalcaire apparaissant irrégulièrement', 'Gonflement de peau', 'Trop petits cheveux', 'Skin sècheness, pelage, écaille, ou rugosité', 'Scalcaire démangeaison', 'Scalcelle sèche ou molle', 'Acné ou boutons', 'Scalcelle apparaissant irrégulièrement']",Une dermatomycose est une maladie de la peau causée par un champignon.,"['Examen physique complet de la peau effectué (LM), 'Examen microscopique (mélange bactérien; culture; toxicologie)', 'Excision (Suppression)', 'Test de la chlamydia', 'Excision de la lésion cutanée', 'Autres procédures de diagnostic sur la peau et le tissu sous-cutané', 'Autres procédures non thérapeutiques sur la peau et le sein']","['Clotrimazole Topical', 'Kétoconazole', 'Griseofulvin', 'Terbinafine Topical', 'Bétaméthasone-Clotrimazole Topical', 'Sélénium Sulfide Topical', 'Fluconazole (Diflucan)', 'Nystatine Topical Product', 'Econazole Topical', 'Miconazole Topical Product', 'Ciclopirox Topical', 'Terbinafine (Lamisil)']"
223,Surdosage en insuline,"['Diarrhée', 'Faiblesse', 'Symptômes dépressifs ou psychotiques', 'Faible faiblesse du poignet', 'Sous-poids', 'Faible faiblesse du ventre', 'Nailbitant', 'Symptômes émotionnels', 'Sentiment chaud et froid', 'Faible faiblesse du dos', 'Crampes ou spasmes du ventre', 'Croissance excessive']","glucose,","['Remplacement du liquide intraveineux', 'Mesure du glucose (niveau de glucose)', 'Tests hématologiques (Test de sang)', 'Complète la numération sanguine (Cbc)', 'Tests de fonction Kidney (Test de fonction Kidney)', 'Electrolytes panel', 'Electrocardiogramme']","['Charcoal', 'Glucose', 'Exénatide (Byetta)', 'Haloperidol', 'Estrogens, Conjugated (Usp) (Premarin)', 'Heparin', 'Dexaméthasone Topical Product', 'Mecamylamine', 'Grepafloxacine (Raxar)', 'Malathion Topical', 'Gemtuzumab (Mylotarg)']"
224,Syndrome de sécrétion inappropriée d'ADH (SIAH),"['Grossissements', 'douleur de la gorge', 'douleur de la nuque', 'Headache', 'Fièvre', 'Nausée', 'Faiblesse', 'Sentiment malade', 'Gonflement de la robe', 'Vulvar mal', 'Eye souche', 'Cross-eyed']","Une condition d'HYPONATREMIA et une perte de sel rénal attribuée à la surexpansion de BODY FLUIDS résultant de la libération prolongée d'HORMONES ANTIDIRÉTIQUES qui stimule la résorption rénale de l'eau. Il est caractérisé par la fonction normale de KIDNEY, une haute urine OSMOLALITÉ, une faible osmolalité sérique et un dysfonctionnement neurologique.","['Tests hématologiques (Test de Blood)', 'Complètement de la numération sanguine (Cbc)', 'Remplacement du liquide intraveineux', 'Mesure du glucose (Niveau delucose)', 'Urinalyse', 'Plain x-ray (rayon X)', 'Mesure de l'hémoglobine A1c (Test de l'hémoglobine a1c)']","['Buspirone (Buspar)', 'Insulin, Aspart, Human (Novolog)', 'Meclizine', 'Meperidine (Demerol)', 'Rosuvastatin (Cressor)', 'Valsartan (Diovan)', 'Carvedilol', 'Insulin', 'Ceftriaxone', 'Esomeprazole (Nexium)', 'Air']"
225,Corps étranger dans l'oreille,"['Pleure d'oreille', 'Audition diminuée', 'Saignement de l'oreille', 'Fluide de l'oreille', 'Troat se sent serrée', 'Erreur de peau', 'Scalcaire d'apparence irrégulière', 'Erreur de gorge', 'Comportement hystérique']","peroxyde d'hydrogène topique,","['Enlèvement non-opératoire d'un corps étranger', 'Gestion des soins auditifs', 'Autres procédures d'oreilles thérapeutiques']","['Ofloxacine', 'Hydrogen Peroxide Topical', 'Ketamine', 'Benzocaine Topical', 'Carbamide Peroxide Otic', 'Tétracaine Topical Product', 'Varicella-Zoster Immune Globulin', 'Prednisolone-Sodium Sulfacetamide Ophtalmic', 'Acide azélaïque Topical']"
226,Syndrome de tension prémenstruelle,"[« tension prémenstruelle ou irritabilité », « maux de tête », « menstruations imprévisibles », « douleurs dorsales », « longues règles », « symptômes dépressifs ou psychotiques », « menstruations douloureuses », « vomissements », « douleurs abdominales brûlantes », « flux menstruel lourd », « douleurs abdominales inférieures », « douleurs pelviennes »]","Le syndrome prémenstruel (SPM) (aussi connu sous le nom de syndrome périmenstruel, en raison de symptômes apparaissant avant et après les règles) est un ensemble de symptômes émotionnels, avec ou sans symptômes physiques, liés au cycle menstruel d'une femme. Bien que la plupart des femmes en âge de procréer (jusqu'à 85%) déclarent avoir éprouvé des symptômes physiques liés à la fonction ovulatoire normale, comme le ballonnement ou la sensibilité mammaire, les définitions médicales du SPM se limitent à un schéma cohérent de symptômes émotionnels et physiques qui se produisent seulement pendant la phase lutéale du cycle menstruel et qui sont « suffisamment graves pour interférer avec certains aspects de la vie ». En particulier, les symptômes émotionnels doivent être présents régulièrement pour diagnostiquer le SPM. Les symptômes émotionnels et physiques spécifiques attribuables au SPM varient d'une femme à l'autre, mais le schéma de symptômes de chaque femme est prévisible, se produit régulièrement pendant les dix jours précédant les règles et disparaît peu avant ou peu après le début du flux menstruel.","['Examen du bassin', 'Examen du sein', 'Examen physique complet de la peau effectué (ML)', 'Pap smear', 'Dépression screen (Dépression screen)', 'Lipide panel', 'Mammographie (Mammographie)']","['Fluoxétine (Prozac)', 'Citalopram (Celexa)', 'Ortho Cyclen', 'Rizatriptan (Maxalt)', 'Portia', 'Frovatriptan (Frova)', 'Progestérone', 'Tamoxifen', 'Nortriptyline', 'Metaxalone (Skelaxin)']"
227,Cellulite orbitale,"['Swollen eye', 'Eye redness', 'Pain in eye', 'Fever', 'Symptômes de l'œil', 'Eyelid gonflement', 'Eyelid oedema', 'Neck gonflement', 'Démangeaisons de la peau', 'Diminution de la vision', 'Diminution de l'audition', 'Facial pain']","La cellulite orbitale est une inflammation des tissus oculaires postérieure au septum orbital. Elle se réfère le plus souvent à une propagation aiguë de l'infection dans la prise oculaire, soit des sinus adjacents, soit par le sang. Lorsqu'elle affecte l'arrière de l'œil, elle est connue sous le nom de cellulite rétro-orbitale.","['Comptes sanguins complets (Cbc)', 'Remplacement de liquide intraveineux', 'Mesure du glucose (niveau de glucose)', 'Tomographie calculée par rayons X (Scan ct)', 'Tests de fonction Kidney (Test de fonction Kidney)', 'Electrolytes panel', 'CAT scan of head (Head ct)']","['Augmentine', 'Clindamycine', 'Ciprofloxacine Ophtalmic', 'Cefuroxime', 'Erythromycine', 'Vancomycine', 'Cefdinir', 'Cefazolin', 'Urea', 'Oxytetracycline (300 Pro La)', 'Polymyxine B Ophtalmique']"
228,Blessure à la jambe,"['Gonflement du genou', 'Gonflement du pied ou des orteils', 'Gonflement du genou', 'Gonflement du genou', 'Gonflement du genou', 'Gonflement du genou', 'Problèmes avec mouvement', 'Gonflement du genou', 'Gonflement du genou', 'Gonflement du genou', 'Gonflement du genou', 'Gonflement du genou', 'Gonflement du genou', 'Gonflement du genou', 'Gonflement du genou', 'Gonflement du genou', 'Gonflement du genou'",Blessures générales ou non spécifiées impliquant la jambe.,"['Procédure d'imagerie radiographique', 'Plain x-ray (rayon X)', 'Application de l'attelle (Splinting)', 'Gestion des soins de santé, 'imagerie par résonance magnétique (Mri)', 'Exercices de thérapie physique (Exercises)', 'Examination du pied']","['Collagenase Topical', 'Amikacin', 'Fénoprofen (Progesic)', 'Rabies Imune Globulin, Human', 'Fondaparinux (Arixtra)']"
229,Encéphalopathie hépatique,"['Symptômes dépressifs ou psychotiques', 'Sharp abdominal pain', 'Shortness of breath', 'Oedème périphérique', 'Fainting', 'Fatigue', 'Drug abuse', 'Problèmes avec mouvement', 'Seizures', 'Abusing alcohol', 'Fluid rétention']","L'encéphalopathie hépatique (également connue sous le nom d'encéphalopathie porto-systémique) est l'apparition de confusion, d'altération du niveau de conscience et du coma à la suite d'une insuffisance hépatique.","['Tests hématologiques (Test de sang)', 'Complete hémorragique (Cbc)', 'Procédure d'imagerie radiographique', 'Plain x-ray (rayon X)', 'Electrocardiogramme', 'Tests de fonction Kidney (Test de fonction Kidney)', 'Remplacement de liquide intraveineux']","['Lactulose', 'Spironolactone', 'Naloxone (Suboxone)', 'Propranol', 'Levocarnitine', 'Neomycin (Septa)', 'Vitamine A', 'Zinc Sulfate', 'Sodium Polystyrène Sulfonate (Kayexalate)', 'Zosyn', 'Thiamine', 'Haloperidol']"
230,Cancer des os,"['Malheur au dos faible', 'Malheur au dos', 'Malheur au dos', 'Malheur au dos', 'Fatigue', 'Oedème périphérique', 'Malheur au pied', 'Malheur au dos', 'Malheur au bras ou à la masse', 'Malheur musculaire', 'Malheur au ventre']",Une tumeur osseuse (également épilée) est une croissance néoplasique du tissu osseux. Les croissances anormales observées dans l'os peuvent être bénignes (non cancéreuses) ou malignes (cancéreuses).,"['Tests hématologiques (Test de sang)', 'Complete hémorragique (Cbc)', 'Procédure d'imagerie radiographique', 'Glucose measurement (Glucose level)', 'Tomographie calculée par rayons X (Scan ct)', 'Image par résonance magnétique (Mri)', 'Excision (Remove)']","['Bactrim', 'Oxycodone', 'Fluconazole (Diflucan)', 'Acide zolédronique (Reclast)', 'Sennosides, Usp (Perdiem)', 'Mesna', 'Cyclophosphamide', 'Ifosfamide (Ifex)', 'Filgrastim (Neupogen)', 'Gemcitabine (Gemzar)', 'Carboplatine', 'Paclitaxel (Taxol)']"
231,Léishmaniase,"['Paine dans les yeux', 'Crampes ou spasmes de soudeur', 'douleur faciale', 'douleur de cheville', 'douleur de poignet', 'douleur pendant la grossesse', 'Viande excessive', 'Rigidité ou oppression commune', 'douleur ou douleur du sein', 'Glisse ou masse de knee', 'Fatigue', 'Urination excessive la nuit']","La leishmaniase est une maladie causée par des parasites protozoaires qui appartiennent au genre Leishmania et qui est transmise par la morsure de certaines espèces de mouches de sable (sous-famille Phlebotominae). Bien que la majorité de la littérature ne mentionne qu'un seul genre qui transmet la leishmanie à l'homme (Lutzomyia) aux États-Unis, une étude réalisée en 2003 par Galati suggère une nouvelle classification des mouches de sable américaines, qui élève plusieurs sous-genères au niveau du genre.","['Transgression cornéenne', 'Résection transuréthrale de la prostate (TURP) (Turp)', 'Thrombolyse coronaire', 'Contrôle de l'épistaxis', 'TCT scan abdominal (Ct of abdominal)', 'Procédures sur la rate (Operation de la rate)', 'Transplantation de moelle osseuse (Bmt)']","['Air', 'Mecamylamine', 'Troleandomycine', 'Indium Oxyquinoline In-111 (Indium In-111 Oxyquinoline)', 'Pipecuronium (Arduan)', 'Grepafloxacine (Raxar)', 'Rabbit Anti-Human T-Lymphocyte Globuline (Thymoglobuline)', 'Acide Iopanoïque', 'Estrogènes conjugués topiques', 'Malathion Topical', 'Gemtuzumab (Mylotarg)']"
